usuario_id,producto_visto,categoria,tiempo_visualizacion,hizo_pedido,calificacion,hora_del_dia,comentario
66,Midnight Stout, Craft,285,True,5.0,21:15,
144,Tacos,Snacks,121,True,1.0,19:11,
25,MOJITO,Cocteles,244,True,1.0,21:40,
115,Limonada de Yerbabuena,Bebidas Frías,28,False,,19:31,
116,Crimson Amber, Craft,218,False,,23:11,
46,Capuccino Caramelo,Bebidas Calientes,250,False,,20:40,
106,Mango Tango, Craft,83,True,1.0,21:38,
100,Delirium Red, Craft,85,True,3.0,20:15,
66,Tropical Citrus IPA, Cítrica,229,True,3.0,23:51,
44,Westmalle Tripel, Belga,227,True,5.0,22:48,
30,Soda Italiana de Lulo,Bebidas Frías,198,False,,20:42,
27,Hamburguesa de la Casa,Snacks,213,True,3.0,19:59,
83,Delirium Red, Craft,272,False,,16:09,
146,Electric Pineapple IPA, Artesanal,121,False,,23:18,
65,Delirium Argentum, Craft,202,False,,19:55,
57,MARGARITA,Cocteles,208,False,,21:26,
6,COSMOPOLITAN,Cocteles,249,False,,18:22,
146,Budweiser, Not Craft,182,False,,19:49,
116,Rothaus Pils Tannenzäpfle, Alemana,56,False,,20:42,
131,Espresso Infusion, Craft,160,False,,21:02,
31,Limonada de Yerbabuena,Bebidas Frías,187,False,,19:41,
56,Carajillo,Bebidas Calientes,139,False,,23:49,
142,COSMOPOLITAN,Cocteles,15,True,4.0,19:34,
12,Tacos,Snacks,268,True,3.0,22:00,
41,Limonada Natural,Bebidas Frías,13,True,3.0,18:06,
56,Capuccino Caramelo,Bebidas Calientes,285,False,,16:49,
107,3 Cordilleras Mulata, Craft,159,False,,22:21,
15,Bitburger Premium Pilsner, Alemana,197,False,,22:07,
116,3 Cordilleras Mulata, Craft,204,True,1.0,17:05,
3,Nevado de Mocca,Bebidas Frías,70,False,,16:14,
60,Soda de Ginger,Bebidas Frías,196,True,5.0,18:27,
51,Lemon Zest Wheat, Cítrica,259,False,,18:16,
140,Nevado de Café,Bebidas Frías,53,False,,19:09,
91,Paulaner Original Münchner, Alemana,17,False,,20:35,
146,Juicy Mango Infusion, Artesanal,49,True,2.0,17:48,
62,Alas BBQ,Snacks,193,False,,21:33,
37,BBC Chapinero, Craft,179,True,2.0,22:07,
89,Rochefort 8, Belga,185,False,,22:32,
4,AGAVE CREMOSO,Cocteles,187,False,,20:01,
5,Amaretto,Bebidas Calientes,111,True,2.0,21:54,
38,Delirium Argentum, Craft,121,False,,18:57,
83,Granizado de Oreo,Bebidas Frías,29,True,1.0,20:11,
63,Nevado de Oreo,Bebidas Frías,159,False,,20:33,
125,Grapefruit Grove IPA, Artesanal,42,True,5.0,19:32,
120,Alas BBQ,Snacks,252,True,4.0,19:54,
9,Espresso,Bebidas Calientes,31,False,,16:36,
111,AFFOGATO,Postres,17,True,5.0,17:15,
41,Veltins Pilsner, Alemana,68,True,4.0,22:47,
72,Palitos de Queso,Snacks,20,True,2.0,23:41,
112,Izzy,,16,True,2.0,20:23,
135,Café Irlandés,Bebidas Calientes,137,False,,18:10,
147,Soda de Bretaña,Bebidas Frías,213,False,,18:54,
79,Autumn Ember, Craft,78,True,5.0,19:45,
146,Orange Peel Pale Ale, Cítrica,225,True,5.0,23:47,
1,AFFOGATO,Postres,55,False,,18:50,
115,Nevado de Oreo,Bebidas Frías,298,True,3.0,23:44,
82,Sunset Amber, Craft,68,True,5.0,17:21,
130,Café Frozen,Bebidas Frías,34,False,,16:02,
62,Malteada de Café,Bebidas Frías,88,True,2.0,17:31,
56,Nachos,Snacks,21,True,1.0,23:15,
83,Miller Lite, Not Craft,238,True,2.0,18:48,
5,Delirium Nocturnum, Craft,163,True,1.0,16:47,
65,Chimay Cinq Cents (White), Belga,156,False,,17:30,
34,Escandinava Maracuyá,,178,True,2.0,20:33,
17,Soda de Coca-Cola,Bebidas Frías,151,False,,16:29,
101,Paulaner Original Münchner, Alemana,269,True,3.0,19:17,
2,CABEZA DE JABALÍ,Cocteles,238,True,1.0,22:30,
130,Café Irlandés,Bebidas Calientes,143,True,4.0,22:37,
44,Cherry Bomb, Craft,110,True,1.0,18:33,
41,Hamburguesa de la Casa,Snacks,15,True,5.0,16:51,
139,Granizado de Milo,Bebidas Frías,256,True,4.0,23:18,
134,Soda de Bretaña,Bebidas Frías,36,True,1.0,23:16,
29,Mango,,160,False,,20:44,
93,Samuel Smith's Organic Chocolate Stout, Inglesa,56,True,1.0,17:10,
127,AFFOGATO,Postres,183,True,5.0,19:15,
39,Orange Blossom Hefeweizen, Artesanal,69,False,,17:33,
143,Coal Miner's Delight, Craft,213,False,,20:19,
114,Poker, Not Craft,84,False,,21:25,
132,Carajillo,Bebidas Calientes,186,False,,22:25,
23,Samuel Smith's Oatmeal Stout, Inglesa,23,False,,19:45,
83,Cherry Bomb, Craft,233,True,3.0,21:20,
5,Rollitos de Primavera,Snacks,67,False,,18:18,
51,Greene King Abbot Ale, Inglesa,239,False,,19:49,
125,Rodenbach Grand Cru, Belga,133,True,3.0,22:54,
59,HELADO CON BAILEYS,Postres,154,True,5.0,18:28,
149,Resilient Rye IPA, Artesanal,166,False,,22:16,
33,Tripel Karmeliet, Belga,221,False,,23:20,
139,Café Campesino,Bebidas Calientes,27,True,4.0,18:23,
101,Café Irlandés,Bebidas Calientes,262,False,,20:22,
66,Nachos,Snacks,141,True,5.0,21:30,
83,AFFOGATO,Postres,36,True,4.0,20:26,
138,Soda Italiana de Lulo,Bebidas Frías,226,True,1.0,17:40,
128,Amber Elegance, Craft,258,False,,19:53,
24,3 Cordilleras Mestiza, Craft,192,False,,23:17,
59,Mönchshof Schwarzbier, Alemana,177,False,,16:09,
119,Passion Punch Pale Ale, Artesanal,40,False,,23:51,
39,Espresso,Bebidas Calientes,296,True,1.0,22:44,
18,Guinness Draught, Not Craft,230,True,1.0,18:26,
123,Quesadillas,Snacks,73,False,,23:55,
129,BBC Lager, Craft,42,True,4.0,17:23,
72,Café Americano,Bebidas Calientes,40,True,2.0,20:54,
115,Smoothie de Frutos Rojos,Bebidas Frías,181,True,1.0,17:46,
81,Veltins Pilsner, Alemana,176,False,,16:31,
128,Paulaner Original Münchner, Alemana,139,True,1.0,23:12,
102,Escandinava Maracuyá,,23,False,,20:50,
138,Nevado de Milo,Bebidas Frías,149,False,,17:34,
135,Café Americano,Bebidas Calientes,60,True,2.0,19:58,
34,Samuel Smith's Oatmeal Stout, Inglesa,282,True,2.0,21:12,
80,WHISKY SOUR,Cocteles,206,True,4.0,23:36,
38,Malteada de Café,Bebidas Frías,235,True,5.0,20:43,
130,Hazy Horizon IPA, Artesanal,169,True,1.0,17:09,
22,Westmalle Dubbel, Belga,295,False,,16:30,
14,WHISKY SOUR,Cocteles,73,False,,19:59,
31,GIN AND TONIC,Cocteles,235,True,2.0,22:14,
21,Lírica,,27,False,,19:30,
118,Red Velvet Ale, Craft,65,False,,22:37,
81,Honey Wheat Harmony, Craft,225,False,,23:16,
48,Ayinger Celebrator Doppelbock, Not Craft,270,False,,22:02,
148,Marston's Pedigree, Inglesa,170,True,1.0,21:47,
21,Apricot Aurora Amber, Artesanal,103,False,,19:58,
120,Passion Punch Pale Ale, Artesanal,99,False,,21:26,
50,Poker, Not Craft,154,False,,21:28,
17,Schneider Weisse Aventinus, Alemana,236,False,,17:08,
35,Costillas BBQ,Snacks,185,False,,23:22,
84,Guinness Draught, Not Craft,264,True,2.0,21:15,
35,Obsidian Night, Craft,189,False,,21:23,
119,Limonada Natural,Bebidas Frías,275,False,,18:21,
111,TEQUILA SUNRISE,Cocteles,207,True,3.0,21:00,
22,Bass Pale Ale, Inglesa,152,True,1.0,18:05,
52,Costillas BBQ,Snacks,191,True,2.0,20:30,
94,Costillas BBQ,Snacks,95,False,,23:27,
59,TEQUILA SUNRISE,Cocteles,38,False,,16:26,
109,Citrus Burst IPA, Artesanal,128,True,2.0,21:52,
90,Crimson Amber, Craft,92,True,2.0,17:12,
39,Affligem Tripel, Belga,219,True,5.0,16:28,
98,Latte,Bebidas Calientes,62,False,,17:21,
22,TORTA CHOCOLATE,Postres,57,False,,23:39,
109,Papas Bravas,Snacks,264,False,,18:14,
43,Adnams Broadside, Inglesa,299,True,1.0,19:48,
128,Juicy Mango Infusion, Artesanal,239,False,,20:50,
15,Yolanda,,167,False,,17:56,
26,London Porter, Not Craft,126,False,,17:17,
117,Café Irlandés,Bebidas Calientes,136,False,,19:16,
64,CAIPIRIÑA,Cocteles,202,True,2.0,23:11,
13,Chimay Cinq Cents (White), Belga,233,False,,16:45,
13,Malteada de Oreo,Bebidas Frías,79,True,3.0,21:05,
130,GIN AND TONIC,Cocteles,220,True,4.0,22:00,
19,Gaffel Kölsch, Alemana,54,False,,20:06,
21,CABEZA DE JABALÍ,Cocteles,228,False,,20:37,
112,Guinness Draught, Not Craft,261,True,5.0,18:13,
141,Strawberry Serenity Wheat, Artesanal,253,True,5.0,16:30,
22,CAIPIRIÑA,Cocteles,118,True,3.0,20:30,
41,GIN AND TONIC,Cocteles,244,False,,22:54,
23,Costillas BBQ,Snacks,265,False,,19:20,
15,Electric Pineapple IPA, Artesanal,71,True,3.0,23:57,
145,Bitburger Premium Pilsner, Alemana,229,False,,18:21,
39,TEQUILA SUNRISE,Cocteles,243,False,,19:16,
94,Cranberry Crush, Craft,221,False,,20:43,
29,Piraat, Belga,212,False,,23:36,
119,BBC Cajica, Craft,62,True,3.0,20:19,
26,Granizado de Milo,Bebidas Frías,138,True,2.0,18:53,
38,Midnight Hop Madness, Artesanal,222,True,3.0,21:59,
107,Milo Caliente,Bebidas Calientes,214,True,2.0,19:06,
96,Costillas BBQ,Snacks,71,False,,16:21,
126,Galactic Galaxy IPA, Artesanal,232,True,3.0,16:14,
105,ORGASMO,Cocteles,170,True,1.0,19:44,
144,WHISKY SOUR,Cocteles,228,False,,22:08,
96,Grolsch Premium Lager, Not Craft,228,True,1.0,20:45,
25,Tripel Karmeliet, Belga,16,True,3.0,18:43,
101,Tacos,Snacks,82,True,4.0,21:26,
41,Black Stout Beer & Coffee Company, Craft,204,False,,19:39,
65,Coors Light, Not Craft,259,False,,18:53,
102,Granizado de Milo,Bebidas Frías,234,False,,20:44,
95,Lírica,,97,True,5.0,17:42,
22,Rollitos de Primavera,Snacks,294,False,,23:56,
70,Alas BBQ,Snacks,199,True,2.0,20:53,
83,Nevado de Oreo,Bebidas Frías,176,True,1.0,16:19,
63,Grapefruit Grove IPA, Artesanal,123,True,2.0,22:12,
30,LAGUNA AZUL,Cocteles,250,False,,16:39,
127,Marston's Pedigree, Inglesa,94,True,4.0,20:38,
3,Guinness Draught, Not Craft,19,False,,23:40,
43,Schneider Weisse Aventinus, Alemana,206,True,2.0,18:39,
133,AFFOGATO,Postres,145,False,,22:27,
138,3 Cordilleras Blanca, Craft,99,False,,16:00,
16,Samuel Smith's Oatmeal Stout, Inglesa,238,False,,22:00,
51,Águila, Not Craft,83,True,3.0,16:30,
86,Malteada de Milo,Bebidas Frías,229,True,2.0,17:17,
71,Crimson Amber, Craft,176,True,4.0,19:20,
78,Grapefruit Grove IPA, Artesanal,90,False,,18:06,
40,Honey Wheat Harmony, Craft,49,True,4.0,18:49,
41,Fuller's ESB, Inglesa,171,False,,18:14,
87,Piraat, Belga,213,False,,21:00,
87,Malteada de Café,Bebidas Frías,193,False,,17:54,
77,Leffe Brune, Belga,254,True,3.0,18:28,
105,Alas BBQ,Snacks,148,True,2.0,17:50,
94,Malteada de Café,Bebidas Frías,68,False,,19:11,
41,Café Frozen,Bebidas Frías,176,False,,20:26,
132,Milo Caliente,Bebidas Calientes,44,True,4.0,20:23,
121,AGAVE CREMOSO,Cocteles,137,False,,16:55,
131,Malteada de Milo,Bebidas Frías,294,False,,22:30,
65,Granizado de Café Caramelo,Bebidas Frías,209,True,5.0,18:07,
95,AFFOGATO,Postres,110,False,,20:53,
72,Rollitos de Primavera,Snacks,190,False,,16:18,
45,Tropical Bliss, Craft,256,True,5.0,18:39,
68,Greene King Abbot Ale, Inglesa,287,False,,22:10,
120,Granizado de Oreo,Bebidas Frías,241,True,2.0,16:01,
90,Club Colombia Roja, Not Craft,60,True,2.0,16:49,
57,Cranberry Cascade Sour, Artesanal,170,False,,23:27,
105,Juicy Mango Infusion, Artesanal,70,False,,21:55,
141,Crimson Amber, Craft,204,True,3.0,19:13,
74,Club Colombia Negra, Not Craft,245,False,,18:37,
68,Orval, Belga,71,False,,16:28,
26,Westmalle Tripel, Belga,64,False,,22:59,
83,Capuccino Frío,Bebidas Frías,217,False,,17:21,
129,Granizado de Mocca,Bebidas Frías,246,True,2.0,17:43,
60,Costillas BBQ,Snacks,171,True,3.0,18:11,
94,Limonada Natural,Bebidas Frías,265,False,,19:03,
106,Kwak, Belga,127,True,1.0,19:34,
47,Delirium Argentum, Craft,145,True,3.0,16:40,
132,Peachy Keen Cream Ale, Artesanal,177,True,2.0,20:04,
113,Bitburger Premium Pilsner, Alemana,235,False,,20:43,
42,Pineapple Bliss Lager, Artesanal,212,True,3.0,22:46,
58,3 Cordilleras Mestiza, Craft,66,True,5.0,21:30,
145,Summer Wheat Symphony, Craft,107,True,1.0,21:49,
52,Malteada de Café,Bebidas Frías,34,True,1.0,22:48,
131,HELADO CON BAILEYS,Postres,36,True,3.0,19:24,
22,MOJITO,Cocteles,200,True,4.0,20:36,
66,Hazy Horizon, Craft,274,False,,23:52,
77,Rodenbach Grand Cru, Belga,249,False,,20:37,
119,WHISKY SOUR,Cocteles,53,True,4.0,22:15,
35,Nevado de Café Caramelo,Bebidas Frías,69,True,3.0,22:56,
66,AFFOGATO,Postres,208,False,,21:50,
113,Malteada de Oreo,Bebidas Frías,254,False,,23:12,
83,Limonada de Yerbabuena,Bebidas Frías,126,True,3.0,23:49,
147,Golden Sunshine, Craft,20,True,2.0,23:25,
41,Delirium Red, Craft,115,True,5.0,21:48,
139,TEQUILA SUNRISE,Cocteles,244,True,3.0,22:27,
125,Veltins Pilsner, Alemana,103,False,,20:04,
137,Rollitos de Primavera,Snacks,79,True,2.0,17:05,
119,Delirium Tremens, Belga,218,True,5.0,16:16,
109,Escandinava Freya,,149,True,1.0,19:13,
116,Limonada de Cerezada,Bebidas Frías,284,True,2.0,16:32,
53,Pilsner Paradise, Craft,127,False,,22:10,
95,Tangerine Dream Hefeweizen, Cítrica,93,True,3.0,17:28,
82,Club Colombia Dorada, Not Craft,48,True,4.0,20:05,
143,Costillas BBQ,Snacks,173,True,4.0,17:04,
50,Maria,,116,True,3.0,23:31,
23,Escandinava Uva, Craft,96,True,3.0,17:36,
59,Café Irlandés,Bebidas Calientes,239,True,1.0,18:09,
82,Mönchshof Schwarzbier, Alemana,62,True,5.0,22:57,
101,Ceviche de Camarones,Snacks,150,True,4.0,16:42,
144,Köstritzer Schwarzbier, Alemana,27,False,,20:42,
65,Nevado de Mocca,Bebidas Frías,188,True,5.0,17:31,
82,Plum Paradise Pilsner, Artesanal,114,True,1.0,23:51,
15,Capuccino Caramelo,Bebidas Calientes,177,False,,19:35,
111,Amaretto,Bebidas Calientes,92,True,3.0,23:08,
147,Midnight Stout, Craft,49,False,,16:09,
121,Soda de Bretaña,Bebidas Frías,191,True,5.0,18:48,
65,Guinness Draught, Not Craft,199,True,1.0,20:02,
93,Heineken, Not Craft,88,True,5.0,18:41,
38,Izzy,,229,False,,23:30,
146,Soda de Coca-Cola,Bebidas Frías,289,True,5.0,22:41,
103,CABEZA DE JABALÍ,Cocteles,122,False,,22:29,
59,TORTA CHOCOLATE,Postres,213,False,,19:31,
59,Hazy Horizon, Craft,82,False,,18:31,
7,Deditos de Queso,Snacks,206,False,,23:26,
136,CAIPIRIÑA,Cocteles,279,False,,22:09,
129,Plum Paradise Pilsner, Artesanal,212,False,,22:16,
34,Midnight Hop Madness, Artesanal,243,False,,17:26,
137,Rochefort 8, Belga,199,False,,23:22,
54,MARGARITA,Cocteles,292,True,3.0,23:56,
82,Escandinava Maracuyá,,296,False,,18:54,
125,Electric Pineapple IPA, Artesanal,175,False,,21:57,
34,Roja Magdalena,,291,True,4.0,21:11,
58,Citrus Symphony Saison, Artesanal,55,True,3.0,19:38,
125,3 Cordilleras Rosada, Craft,243,False,,18:47,
26,Nevado de Milo,Bebidas Frías,208,False,,22:01,
147,MARGARITA,Cocteles,13,False,,16:19,
33,Alas BBQ,Snacks,151,False,,19:11,
8,Malteada de Vanilla,Bebidas Frías,240,True,1.0,18:26,
94,Lemonade Shandy, Cítrica,203,True,2.0,18:30,
12,Mocaccino Oreo,Bebidas Calientes,109,True,5.0,20:50,
88,BBC Bacatá, Craft,128,False,,19:31,
143,Onyx Porter, Craft,165,False,,22:50,
60,Limonada de Mango,Bebidas Frías,76,False,,23:47,
102,Adnams Broadside, Inglesa,185,True,4.0,17:37,
4,CAIPIRIÑA,Cocteles,142,False,,17:59,
2,Fuller's ESB, Inglesa,255,True,2.0,19:24,
137,Rosy Cheeks, Craft,234,True,2.0,19:25,
106,Quesadillas,Snacks,139,True,4.0,17:39,
3,Old Speckled Hen, Inglesa,143,False,,22:34,
7,Scarlet Sunrise, Craft,70,True,3.0,20:34,
103,Lemon Zest Wheat, Cítrica,181,False,,22:42,
88,ORGASMO,Cocteles,283,False,,16:07,
89,Delirium Argentum, Craft,11,True,4.0,23:59,
138,Pineapple Bliss Lager, Artesanal,295,False,,17:19,
114,Soda Italiana de Lulo,Bebidas Frías,65,True,5.0,20:30,
115,Tropical Storm IPA, Artesanal,218,False,,18:49,
31,Nevado de Café Caramelo,Bebidas Frías,189,True,1.0,21:36,
140,Delirium Tremens, Belga,220,True,4.0,16:55,
97,Warsteiner Premium Verum, Alemana,248,False,,23:11,
102,Izzy,,132,False,,21:06,
127,Hazy Horizon IPA, Artesanal,202,False,,19:17,
147,Juicy Mango Infusion, Artesanal,129,True,4.0,17:59,
92,MOJITO,Cocteles,154,True,3.0,18:10,
71,Westvleteren 12 (XII), Belga,198,True,2.0,17:06,
14,Paulaner Original Münchner, Alemana,255,False,,19:57,
58,Nevado de Café Caramelo,Bebidas Frías,90,False,,21:21,
84,Affligem Tripel, Belga,155,False,,23:14,
48,BBC Bacatá, Craft,127,True,1.0,18:07,
39,Blackberry Bliss, Craft,57,False,,19:57,
5,Mango Tango, Craft,281,True,1.0,23:22,
143,St. Bernardus Abt 12, Belga,57,True,3.0,17:47,
105,MARGARITA,Cocteles,256,False,,23:49,
57,Malteada de Mocca,Bebidas Frías,86,True,3.0,18:05,
122,Capuccino,Bebidas Calientes,66,True,4.0,20:10,
144,Stella Artois, Not Craft,229,False,,18:32,
64,Soda Italiana de Lulo,Bebidas Frías,165,True,3.0,18:40,
128,Rollitos de Primavera,Snacks,116,False,,21:41,
73,Limonada de Yerbabuena,Bebidas Frías,115,True,5.0,20:46,
145,Carajillo,Bebidas Calientes,173,True,2.0,20:10,
95,Mocaccino Oreo,Bebidas Calientes,48,True,5.0,22:34,
82,LAGUNA AZUL,Cocteles,110,True,3.0,22:45,
81,Malteada de Café,Bebidas Frías,278,True,5.0,17:41,
9,Café Frozen,Bebidas Frías,297,True,4.0,17:19,
147,Soda de Bretaña,Bebidas Frías,32,False,,21:04,
128,Café Campesino,Bebidas Calientes,112,True,2.0,21:24,
75,Limonada de Yerbabuena,Bebidas Frías,83,False,,18:41,
108,TORTA CHOCOLATE,Postres,256,True,5.0,17:36,
121,Molletes,Snacks,127,True,4.0,20:33,
52,Jamaica,,270,False,,16:32,
19,Duvel, Belga,218,False,,17:03,
114,Greene King Abbot Ale, Inglesa,292,True,2.0,23:01,
73,3 Cordilleras Rosada, Craft,268,True,2.0,16:17,
56,Tacos,Snacks,86,True,5.0,21:41,
29,Smoothie de Maracuyá,Bebidas Frías,172,False,,17:00,
16,Amaretto,Bebidas Calientes,284,True,1.0,18:34,
88,Soda Italiana de Maracuyá,Bebidas Frías,125,True,5.0,16:01,
131,Café Irlandés,Bebidas Calientes,219,False,,21:10,
118,Mönchshof Schwarzbier, Alemana,255,False,,21:08,
115,Corona Extra, Not Craft,255,False,,20:30,
89,Malteada de Vanilla,Bebidas Frías,77,True,1.0,18:02,
99,Limonada de Mango,Bebidas Frías,220,False,,20:47,
129,MARGARITA,Cocteles,121,True,4.0,17:05,
47,TORTA CHOCOLATE,Postres,235,False,,21:49,
138,Sunset Amber, Craft,244,True,5.0,23:10,
41,Izzy,,143,False,,23:43,
12,Paulaner Hefe-Weizen, Not Craft,269,True,4.0,16:52,
16,Nevado de Oreo,Bebidas Frías,183,True,5.0,17:58,
94,Ruby Red Saison, Craft,277,True,5.0,23:30,
79,BBC Chapinero, Craft,175,True,2.0,17:41,
127,Casilda, Craft,34,True,1.0,17:26,
69,Coal Miner's Delight, Craft,276,False,,20:54,
52,Fuller's ESB, Inglesa,68,True,4.0,21:28,
132,Guinness Extra Stout, Not Craft,183,True,5.0,19:29,
116,Chimay Grande Réserve (Blue), Belga,292,False,,20:41,
85,Tropical Citrus IPA, Cítrica,255,False,,22:09,
149,Soda de Bretaña,Bebidas Frías,125,False,,20:21,
2,Citrus Blonde Ale, Cítrica,39,True,2.0,22:54,
66,AFFOGATO,Postres,54,False,,17:04,
3,Soda de Coca-Cola,Bebidas Frías,57,False,,19:19,
112,Summer Saison, Craft,35,False,,21:21,
106,Oatmeal Cookie Stout, Craft,260,True,4.0,22:18,
87,TORTA CHOCOLATE,Postres,86,False,,18:51,
148,Granizado de Milo,Bebidas Frías,154,True,3.0,20:25,
69,Nachos,Snacks,282,False,,23:28,
96,Citra Simcoe Showdown, Artesanal,235,False,,16:54,
123,Ceviche de Camarones,Snacks,292,True,5.0,16:12,
10,Alas BBQ,Snacks,144,False,,22:16,
129,Alas BBQ,Snacks,159,True,1.0,22:32,
96,Fuller's London Pride, Inglesa,253,False,,18:57,
44,Granizado de Milo,Bebidas Frías,263,False,,23:39,
147,Malteada de Oreo,Bebidas Frías,179,True,4.0,19:20,
114,Molletes,Snacks,182,True,3.0,17:43,
48,Greene King Abbot Ale, Inglesa,241,True,1.0,19:51,
4,Rollitos de Primavera,Snacks,162,True,3.0,16:03,
40,Molletes,Snacks,202,True,2.0,22:51,
54,AFFOGATO,Postres,113,True,3.0,20:38,
147,Costillas BBQ,Snacks,210,True,5.0,19:08,
131,LAGUNA AZUL,Cocteles,190,True,5.0,20:41,
73,3 Cordilleras Rosada, Craft,43,True,3.0,20:08,
33,HELADO CON BAILEYS,Postres,51,True,3.0,20:23,
17,Soda Italiana de Mora,Bebidas Frías,188,False,,21:46,
88,Latte,Bebidas Calientes,223,False,,19:51,
109,LAGUNA AZUL,Cocteles,185,False,,20:26,
119,MOJITO,Cocteles,14,True,1.0,23:09,
115,Watermelon Wave Wheat, Artesanal,107,False,,21:37,
138,Alitas de Pollo,Snacks,81,True,4.0,17:55,
45,Maria,,215,False,,20:32,
103,Nevado de Mocca,Bebidas Frías,219,False,,17:32,
135,Summer Wheat Symphony, Craft,28,False,,21:42,
131,Mocaccino,Bebidas Calientes,98,False,,18:12,
40,Velvet Shadow, Craft,30,False,,22:26,
89,Limonada de Cerezada,Bebidas Frías,13,False,,20:41,
139,BBC Bacatá, Craft,119,True,3.0,21:39,
65,HELADO CON BAILEYS,Postres,149,True,5.0,20:56,
14,Limonada de Mango,Bebidas Frías,280,False,,19:14,
91,Velvet Shadow, Craft,269,False,,20:31,
26,LAGUNA AZUL,Cocteles,177,True,5.0,16:21,
23,Smoothie de Maracuyá,Bebidas Frías,15,True,4.0,21:29,
110,Empanadas,Snacks,215,False,,19:09,
88,CAIPIRIÑA,Cocteles,186,False,,22:39,
106,Malteada de Mocca,Bebidas Frías,136,True,3.0,22:05,
135,MARGARITA,Cocteles,264,False,,23:49,
45,Midnight Hop Madness, Artesanal,49,True,5.0,18:50,
143,Rollitos de Primavera,Snacks,269,True,4.0,19:14,
24,Raspberry Ripple Delight, Artesanal,85,False,,18:11,
79,Casilda, Craft,257,True,3.0,21:45,
122,Mystic Abyss, Craft,273,False,,18:59,
126,Fuller's London Pride, Inglesa,140,False,,16:51,
109,Soda de Ginger,Bebidas Frías,158,True,1.0,17:56,
109,Budweiser, Not Craft,238,False,,21:24,
53,BBC Chapinero, Craft,197,True,2.0,21:51,
121,Autumn Ember, Craft,152,True,3.0,22:24,
7,Franziskaner Hefe-Weissbier, Alemana,121,False,,21:57,
30,Mango Tango Wheat Beer, Artesanal,24,True,4.0,17:51,
4,Citrus Burst Sour, Cítrica,297,True,1.0,23:44,
129,Soda Italiana de Mora,Bebidas Frías,184,False,,21:51,
115,Resilient Rye IPA, Artesanal,283,False,,18:34,
23,Pilsner Paradise, Craft,22,True,1.0,22:43,
59,Orange Peel Pale Ale, Cítrica,30,True,3.0,16:50,
124,Rochefort 10, Belga,277,False,,17:47,
93,Nevado de Café,Bebidas Frías,74,False,,17:31,
122,Limonada de Café,Bebidas Frías,150,False,,23:39,
104,MOJITO,Cocteles,134,True,2.0,23:26,
61,Soda de Coca-Cola,Bebidas Frías,180,False,,17:16,
31,Malteada de Vanilla,Bebidas Frías,33,True,3.0,21:09,
45,Midnight Porter, Craft,135,False,,21:35,
40,BBC Bacatá, Craft,264,True,4.0,18:35,
14,Capuccino Frío,Bebidas Frías,270,True,1.0,17:58,
80,Mocaccino Oreo,Bebidas Calientes,21,False,,20:53,
90,Granizado de Oreo,Bebidas Frías,140,True,4.0,18:47,
119,Plum Paradise Pilsner, Artesanal,144,False,,23:38,
36,Capuccino Frío,Bebidas Frías,21,False,,19:08,
92,Golden Wheat Bliss, Craft,125,True,4.0,21:42,
32,Rollitos de Primavera,Snacks,234,True,4.0,20:23,
11,Cherry Bomb, Craft,174,False,,21:25,
66,Marston's Pedigree, Inglesa,197,False,,20:00,
78,Costillas BBQ,Snacks,48,True,4.0,17:59,
36,Limonada de Café,Bebidas Frías,113,False,,17:04,
99,Limonada de Café,Bebidas Frías,79,False,,19:35,
89,Red IPA Beer & Coffee Company,,152,False,,19:20,
82,Delirium Nocturnum, Craft,298,False,,22:47,
17,Mango Tango, Craft,189,False,,22:56,
42,Malteada de Vanilla,Bebidas Frías,133,True,3.0,19:58,
22,Soda de Bretaña,Bebidas Frías,229,True,4.0,22:08,
50,LAGUNA AZUL,Cocteles,43,True,2.0,20:37,
71,Mangozadera,,61,False,,23:31,
98,AFFOGATO,Postres,216,False,,17:56,
79,Carajillo,Bebidas Calientes,217,True,1.0,23:02,
134,3 Cordilleras Mulata, Craft,213,False,,17:34,
84,Soda Italiana de Lulo,Bebidas Frías,183,False,,22:24,
108,Sunflower Saison, Craft,113,False,,23:23,
67,Milo Caliente,Bebidas Calientes,17,False,,21:19,
40,BBC Macondo, Craft,96,True,3.0,23:07,
94,Rothaus Pils Tannenzäpfle, Alemana,61,True,4.0,17:21,
71,Samuel Smith's Organic Chocolate Stout, Inglesa,296,True,3.0,17:23,
117,Escandinava Jengibre,,286,False,,16:02,
147,Palitos de Queso,Snacks,248,True,3.0,19:55,
16,GIN AND TONIC,Cocteles,233,False,,22:54,
108,Lime Squeeze Lager, Cítrica,11,False,,17:33,
1,Hazy Horizon IPA, Artesanal,179,False,,22:11,
130,Galactic Galaxy IPA, Artesanal,73,True,2.0,23:47,
110,Espresso Doble,Bebidas Calientes,192,False,,17:09,
110,AGAVE CREMOSO,Cocteles,156,False,,19:55,
115,Capuccino Caramelo,Bebidas Calientes,30,True,2.0,21:09,
120,Capuccino Caramelo,Bebidas Calientes,163,False,,17:34,
82,Cherry Bomb, Craft,102,False,,22:44,
47,Tripel Karmeliet, Belga,244,False,,22:33,
78,Apricot Aurora Amber, Artesanal,121,True,1.0,23:11,
131,Rochefort 8, Belga,224,True,2.0,19:51,
63,Nevado de Café Caramelo,Bebidas Frías,87,False,,21:29,
72,Rodenbach Grand Cru, Belga,66,False,,16:04,
